Brands,Familys,Years,Link_Years,download_flag
Hyundai,Tucson,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Tucson&anoini=2011&anofim=2011,False
Hyundai,Tucson,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Tucson&anoini=2010&anofim=2010,False
Hyundai,Tucson,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Tucson&anoini=2009&anofim=2009,False
Hyundai,Tucson,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Tucson&anoini=2008&anofim=2008,True
Hyundai,Tucson,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Tucson&anoini=2007&anofim=2007,True
Hyundai,Tucson,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Tucson&anoini=2006&anofim=2006,False
Hyundai,Tucson,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Tucson&anoini=2005&anofim=2005,True
Ferrari,812,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ferrari&varnome=812&anoini=2023&anofim=2023,False
Ferrari,812,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ferrari&varnome=812&anoini=2022&anofim=2022,True
Ferrari,812,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ferrari&varnome=812&anoini=2021&anofim=2021,True
Ferrari,812,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ferrari&varnome=812&anoini=2020&anofim=2020,True
Ferrari,812,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ferrari&varnome=812&anoini=2019&anofim=2019,True
Ferrari,812,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ferrari&varnome=812&anoini=2018&anofim=2018,True
BMW,325i Coupe,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=325i%20Coupe&anoini=2010&anofim=2010,False
BMW,325i Coupe,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=325i%20Coupe&anoini=2009&anofim=2009,False
BMW,325i Coupe,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=325i%20Coupe&anoini=2008&anofim=2008,False
BMW,325i Coupe,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=325i%20Coupe&anoini=2002&anofim=2002,False
BMW,325i Coupe,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=325i%20Coupe&anoini=2001&anofim=2001,False
Ford,Territory,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Territory&anoini=2023&anofim=2023,True
Ford,Territory,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Territory&anoini=2022&anofim=2022,False
Ford,Territory,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Territory&anoini=2021&anofim=2021,False
Nissan,Tiida Sedan,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Tiida%20Sedan&anoini=2013&anofim=2013,False
Nissan,Tiida Sedan,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Tiida%20Sedan&anoini=2012&anofim=2012,False
Nissan,Tiida Sedan,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Tiida%20Sedan&anoini=2011&anofim=2011,False
Kia,Carens,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Carens&anoini=2013&anofim=2013,False
Kia,Carens,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Carens&anoini=2012&anofim=2012,False
Kia,Carens,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Carens&anoini=2011&anofim=2011,False
Kia,Carens,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Carens&anoini=2010&anofim=2010,True
Kia,Carens,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Carens&anoini=2009&anofim=2009,True
Envemo,Camper,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Envemo&varnome=Camper&anoini=1992&anofim=1992,False
Envemo,Camper,1991,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Envemo&varnome=Camper&anoini=1991&anofim=1991,True
Envemo,Camper,1990,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Envemo&varnome=Camper&anoini=1990&anofim=1990,False
Mercedes-Benz,C55,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=C55&anoini=2006&anofim=2006,True
Mercedes-Benz,C55,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=C55&anoini=2005&anofim=2005,False
Audi,RS 3,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%203&anoini=2018&anofim=2018,False
Audi,RS 3,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%203&anoini=2016&anofim=2016,False
Audi,RS 3,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%203&anoini=2013&anofim=2013,True
Audi,RS 3,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%203&anoini=2012&anofim=2012,True
Engesa,4,1985,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Engesa&varnome=4&anoini=1985&anofim=1985,False
Aston Martin,DBX,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Aston%20Martin&varnome=DBX&anoini=2023&anofim=2023,False
Aston Martin,DBX,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Aston%20Martin&varnome=DBX&anoini=2022&anofim=2022,False
Nissan,Quest,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Quest&anoini=1996&anofim=1996,True
Nissan,Quest,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Quest&anoini=1995&anofim=1995,False
Nissan,Quest,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Quest&anoini=1994&anofim=1994,False
Chevrolet,Joy Sedan,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Joy%20Sedan&anoini=2021&anofim=2021,True
Chevrolet,Joy Sedan,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Joy%20Sedan&anoini=2020&anofim=2020,True
Volvo,S40,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2009&anofim=2009,True
Volvo,S40,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2008&anofim=2008,False
Volvo,S40,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2007&anofim=2007,True
Volvo,S40,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2006&anofim=2006,False
Volvo,S40,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2005&anofim=2005,True
Volvo,S40,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2004&anofim=2004,False
Volvo,S40,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2002&anofim=2002,True
Volvo,S40,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2001&anofim=2001,True
Volvo,S40,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=2000&anofim=2000,True
Volvo,S40,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=1999&anofim=1999,False
Volvo,S40,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=1998&anofim=1998,True
Volvo,S40,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=S40&anoini=1997&anofim=1997,False
Mercedes-Benz,EQA,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=EQA&anoini=2023&anofim=2023,True
Mercedes-Benz,E400,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E400&anoini=2016&anofim=2016,True
Mercedes-Benz,E400,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E400&anoini=2015&anofim=2015,True
Land Rover,Defender,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2023&anofim=2023,False
Land Rover,Defender,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2022&anofim=2022,False
Land Rover,Defender,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2021&anofim=2021,False
Land Rover,Defender,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2020&anofim=2020,False
Land Rover,Defender,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2011&anofim=2011,False
Land Rover,Defender,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2010&anofim=2010,True
Land Rover,Defender,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2009&anofim=2009,False
Land Rover,Defender,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2008&anofim=2008,True
Land Rover,Defender,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2007&anofim=2007,False
Land Rover,Defender,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2006&anofim=2006,True
Land Rover,Defender,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2005&anofim=2005,False
Land Rover,Defender,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2004&anofim=2004,False
Land Rover,Defender,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2003&anofim=2003,True
Land Rover,Defender,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2002&anofim=2002,False
Land Rover,Defender,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2001&anofim=2001,True
Land Rover,Defender,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=2000&anofim=2000,True
Land Rover,Defender,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=1999&anofim=1999,False
Land Rover,Defender,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=1998&anofim=1998,False
Land Rover,Defender,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=1997&anofim=1997,False
Land Rover,Defender,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Land%20Rover&varnome=Defender&anoini=1996&anofim=1996,False
Renault,21,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=21&anoini=1994&anofim=1994,False
Renault,21,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=21&anoini=1993&anofim=1993,True
Renault,21,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=21&anoini=1992&anofim=1992,False
Audi,S6,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S6&anoini=2016&anofim=2016,False
Audi,S6,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S6&anoini=2015&anofim=2015,True
Audi,S6,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S6&anoini=2014&anofim=2014,False
Audi,S6,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S6&anoini=2013&anofim=2013,True
Audi,S6,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S6&anoini=2011&anofim=2011,True
Audi,S6,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S6&anoini=2010&anofim=2010,False
Audi,S6,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S6&anoini=1997&anofim=1997,True
Chevrolet,Ipanema,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1998&anofim=1998,True
Chevrolet,Ipanema,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1997&anofim=1997,True
Chevrolet,Ipanema,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1996&anofim=1996,False
Chevrolet,Ipanema,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1995&anofim=1995,False
Chevrolet,Ipanema,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1994&anofim=1994,False
Chevrolet,Ipanema,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1993&anofim=1993,True
Chevrolet,Ipanema,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1992&anofim=1992,False
Chevrolet,Ipanema,1991,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1991&anofim=1991,True
Chevrolet,Ipanema,1990,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Ipanema&anoini=1990&anofim=1990,False
Alfa Romeo,156 Sportwagon,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Alfa%20Romeo&varnome=156%20Sportwagon&anoini=2004&anofim=2004,True
Alfa Romeo,156 Sportwagon,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Alfa%20Romeo&varnome=156%20Sportwagon&anoini=2003&anofim=2003,False
Alfa Romeo,156 Sportwagon,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Alfa%20Romeo&varnome=156%20Sportwagon&anoini=2002&anofim=2002,False
Alfa Romeo,156 Sportwagon,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Alfa%20Romeo&varnome=156%20Sportwagon&anoini=2001&anofim=2001,False
Citroen,e-Jumpy,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=e-Jumpy&anoini=2023&anofim=2023,False
Citroen,e-Jumpy,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Citroen&varnome=e-Jumpy&anoini=2022&anofim=2022,False
Volvo,850 SW,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=850%20SW&anoini=1997&anofim=1997,True
Volvo,850 SW,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=850%20SW&anoini=1996&anofim=1996,True
Volvo,850 SW,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=850%20SW&anoini=1995&anofim=1995,False
Volvo,850 SW,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=850%20SW&anoini=1994&anofim=1994,False
Volvo,XC60,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2023&anofim=2023,True
Volvo,XC60,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2022&anofim=2022,True
Volvo,XC60,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2021&anofim=2021,False
Volvo,XC60,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2020&anofim=2020,False
Volvo,XC60,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2019&anofim=2019,False
Volvo,XC60,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2018&anofim=2018,True
Volvo,XC60,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2017&anofim=2017,True
Volvo,XC60,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2016&anofim=2016,True
Volvo,XC60,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2015&anofim=2015,False
Volvo,XC60,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2014&anofim=2014,False
Volvo,XC60,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2013&anofim=2013,False
Volvo,XC60,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2012&anofim=2012,False
Volvo,XC60,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2011&anofim=2011,True
Volvo,XC60,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2010&anofim=2010,True
Volvo,XC60,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=XC60&anoini=2009&anofim=2009,False
Audi,A7,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2022&anofim=2022,False
Audi,A7,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2021&anofim=2021,False
Audi,A7,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2020&anofim=2020,False
Audi,A7,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2018&anofim=2018,False
Audi,A7,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2017&anofim=2017,True
Audi,A7,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2016&anofim=2016,True
Audi,A7,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2015&anofim=2015,True
Audi,A7,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2014&anofim=2014,True
Audi,A7,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2013&anofim=2013,True
Audi,A7,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2012&anofim=2012,True
Audi,A7,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A7&anoini=2011&anofim=2011,False
JAC,V260,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=JAC&varnome=V260&anoini=2022&anofim=2022,True
JAC,V260,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=JAC&varnome=V260&anoini=2021&anofim=2021,True
JAC,V260,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=JAC&varnome=V260&anoini=2020&anofim=2020,False
JAC,V260,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=JAC&varnome=V260&anoini=2019&anofim=2019,True
JAC,V260,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=JAC&varnome=V260&anoini=2018&anofim=2018,False
JAC,V260,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=JAC&varnome=V260&anoini=2017&anofim=2017,False
Tesla,Model 3,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Tesla&varnome=Model%203&anoini=2018&anofim=2018,True
Adamo,GTM,1983,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Adamo&varnome=GTM&anoini=1983&anofim=1983,False
Saturn,SL,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Saturn&varnome=SL&anoini=1992&anofim=1992,True
Audi,A3 Sedan,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2023&anofim=2023,True
Audi,A3 Sedan,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2022&anofim=2022,True
Audi,A3 Sedan,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2021&anofim=2021,False
Audi,A3 Sedan,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2020&anofim=2020,False
Audi,A3 Sedan,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2019&anofim=2019,True
Audi,A3 Sedan,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2018&anofim=2018,False
Audi,A3 Sedan,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2017&anofim=2017,False
Audi,A3 Sedan,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2016&anofim=2016,False
Audi,A3 Sedan,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2015&anofim=2015,False
Audi,A3 Sedan,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=A3%20Sedan&anoini=2014&anofim=2014,True
Hyundai,HR,2024,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2024&anofim=2024,False
Hyundai,HR,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2022&anofim=2022,True
Hyundai,HR,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2021&anofim=2021,True
Hyundai,HR,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2020&anofim=2020,True
Hyundai,HR,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2019&anofim=2019,False
Hyundai,HR,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2018&anofim=2018,True
Hyundai,HR,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2017&anofim=2017,True
Hyundai,HR,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2016&anofim=2016,False
Hyundai,HR,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2015&anofim=2015,True
Hyundai,HR,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2014&anofim=2014,False
Hyundai,HR,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2013&anofim=2013,True
Hyundai,HR,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=HR&anoini=2012&anofim=2012,True
